,ticket_id,user_id,company_id,issue_category,created_at,match_id,staff_id,matched_at,company_name,company_size,wait_time,wait_time_minutes
2574,2575,113,48,Billing,2024-03-14 10:12:14.967908,2575,29,2024-03-14 10:15:45.967908,Company_48,21,0 days 00:03:31,3.5166666666666666
2575,2576,896,31,Technical,2024-07-12 19:50:21.967908,2576,22,2024-07-12 20:01:09.967908,Company_31,4,0 days 00:10:48,10.8
2576,2577,37,10,Billing,2024-07-02 11:25:12.967908,2577,38,2024-07-02 11:28:52.967908,Company_10,12,0 days 00:03:40,3.6666666666666665
2577,2578,42,35,General Inquiry,2024-05-17 13:35:41.967908,2578,43,2024-05-17 13:41:12.967908,Company_35,16,0 days 00:05:31,5.516666666666667
2578,2579,8,40,Billing,2024-05-13 14:01:03.967908,2579,29,2024-05-13 14:06:14.967908,Company_40,8,0 days 00:05:11,5.183333333333334
2579,2580,71,23,Billing,2024-06-14 23:06:50.967908,2580,50,2024-06-14 23:08:53.967908,Company_23,7,0 days 00:02:03,2.05
2580,2581,31,24,Technical,2024-02-17 11:51:20.967908,2581,50,2024-02-17 11:53:44.967908,Company_24,1,0 days 00:02:24,2.4
2581,2582,119,8,Technical,2024-08-10 08:59:06.967908,2582,42,2024-08-10 09:03:45.967908,Company_8,15,0 days 00:04:39,4.65
2582,2583,99,4,Billing,2024-03-02 20:36:07.967908,2583,5,2024-03-02 20:37:56.967908,Company_4,33,0 days 00:01:49,1.8166666666666667
2583,2584,91,32,Account,2024-02-20 03:56:52.967908,2584,30,2024-02-20 04:03:16.967908,Company_32,47,0 days 00:06:24,6.4
2584,2585,25,4,Billing,2024-04-06 04:04:31.967908,2585,23,2024-04-06 04:30:39.967908,Company_4,33,0 days 00:26:08,26.133333333333333
2585,2586,255,26,Technical,2024-03-29 08:24:26.967908,2586,21,2024-03-29 08:29:07.967908,Company_26,8,0 days 00:04:41,4.683333333333334
2586,2587,812,32,Technical,2024-07-27 14:35:36.967908,2587,26,2024-07-27 15:07:12.967908,Company_32,47,0 days 00:31:36,31.6
2587,2588,17,11,Technical,2024-03-16 12:11:42.967908,2588,47,2024-03-16 12:13:52.967908,Company_11,4,0 days 00:02:10,2.1666666666666665
2588,2589,728,32,Technical,2024-06-02 00:59:47.967908,2589,21,2024-06-02 01:02:51.967908,Company_32,47,0 days 00:03:04,3.066666666666667
2589,2590,257,32,Account,2024-07-06 16:32:35.967908,2590,20,2024-07-06 16:34:30.967908,Company_32,47,0 days 00:01:55,1.9166666666666667
2590,2591,42,35,Technical,2024-06-13 16:58:12.967908,2591,23,2024-06-13 17:05:50.967908,Company_35,16,0 days 00:07:38,7.633333333333334
2591,2592,87,4,Technical,2024-05-28 22:58:36.967908,2592,4,2024-05-28 23:05:22.967908,Company_4,33,0 days 00:06:46,6.766666666666667
2592,2593,94,33,Technical,2024-05-08 15:53:36.967908,2593,21,2024-05-08 15:53:36.967908,Company_33,7,0 days 00:00:00,0.0
2593,2594,58,4,Account,2024-03-09 01:33:05.967908,2594,21,2024-03-09 01:33:40.967908,Company_4,33,0 days 00:00:35,0.5833333333333334
2594,2595,46,6,Technical,2024-07-16 04:36:35.967908,2595,1,2024-07-16 04:41:26.967908,Company_6,5,0 days 00:04:51,4.85
2595,2596,45,9,Technical,2024-04-12 10:02:02.967908,2596,15,2024-04-12 10:12:12.967908,Company_9,4,0 days 00:10:10,10.166666666666666
2596,2597,63,1,Account,2024-04-02 14:52:01.967908,2597,17,2024-04-02 14:53:07.967908,Company_1,12,0 days 00:01:06,1.1
2597,2598,44,4,Billing,2024-04-14 22:50:58.967908,2598,14,2024-04-14 22:55:23.967908,Company_4,33,0 days 00:04:25,4.416666666666667
2598,2599,80,2,Technical,2024-03-11 03:14:16.967908,2599,19,2024-03-11 03:23:29.967908,Company_2,6,0 days 00:09:13,9.216666666666667
2599,2600,34,4,General Inquiry,2024-02-25 17:54:42.967908,2600,50,2024-02-25 18:05:00.967908,Company_4,33,0 days 00:10:18,10.3
2600,2601,87,4,Billing,2024-04-02 18:35:31.967908,2601,34,2024-04-02 18:35:37.967908,Company_4,33,0 days 00:00:06,0.1
2601,2602,78,10,Technical,2024-05-07 23:54:43.967908,2602,6,2024-05-07 23:59:50.967908,Company_10,12,0 days 00:05:07,5.116666666666666
2602,2603,74,48,Billing,2024-06-19 13:06:51.967908,2603,45,2024-06-19 13:07:47.967908,Company_48,21,0 days 00:00:56,0.9333333333333333
2603,2604,65,20,Technical,2024-07-19 15:13:16.967908,2604,49,2024-07-19 15:15:05.967908,Company_20,1,0 days 00:01:49,1.8166666666666667
2604,2605,10,33,Technical,2024-06-16 09:53:27.967908,2605,6,2024-06-16 09:56:08.967908,Company_33,7,0 days 00:02:41,2.683333333333333
2605,2606,723,21,Technical,2024-05-15 05:41:13.967908,2606,5,2024-05-15 05:42:41.967908,Company_21,31,0 days 00:01:28,1.4666666666666666
2606,2607,56,44,Technical,2024-02-28 16:05:09.967908,2607,7,2024-02-28 16:11:44.967908,Company_44,5,0 days 00:06:35,6.583333333333333
2607,2608,5,35,Account,2024-03-09 00:01:06.967908,2608,33,2024-03-09 00:05:48.967908,Company_35,16,0 days 00:04:42,4.7
2608,2609,65,20,Billing,2024-07-27 22:37:50.967908,2609,13,2024-07-27 22:46:33.967908,Company_20,1,0 days 00:08:43,8.716666666666667
2609,2610,29,35,Account,2024-08-10 05:40:24.967908,2610,1,2024-08-10 05:42:46.967908,Company_35,16,0 days 00:02:22,2.3666666666666667
2610,2611,21,33,Technical,2024-05-23 12:45:22.967908,2611,13,2024-05-23 12:50:14.967908,Company_33,7,0 days 00:04:52,4.866666666666666
2611,2612,55,40,Technical,2024-06-11 08:23:19.967908,2612,43,2024-06-11 08:28:35.967908,Company_40,8,0 days 00:05:16,5.266666666666667
2612,2613,30,22,Billing,2024-05-30 13:34:30.967908,2613,27,2024-05-30 13:34:54.967908,Company_22,5,0 days 00:00:24,0.4
2613,2614,78,10,Account,2024-02-19 15:58:39.967908,2614,7,2024-02-19 15:59:17.967908,Company_10,12,0 days 00:00:38,0.6333333333333333
2614,2615,50,42,Technical,2024-06-18 04:30:24.967908,2615,3,2024-06-18 04:34:19.967908,Company_42,8,0 days 00:03:55,3.9166666666666665
2615,2616,33,1,General Inquiry,2024-05-26 13:12:29.967908,2616,25,2024-05-26 13:24:37.967908,Company_1,12,0 days 00:12:08,12.133333333333333
2616,2617,71,23,Account,2024-06-07 03:17:55.967908,2617,33,2024-06-07 03:20:34.967908,Company_23,7,0 days 00:02:39,2.65
2617,2618,1,4,Billing,2024-04-03 10:53:48.967908,2618,40,2024-04-03 10:54:23.967908,Company_4,33,0 days 00:00:35,0.5833333333333334
2618,2619,5,35,Billing,2024-07-05 00:02:33.967908,2619,17,2024-07-05 00:04:48.967908,Company_35,16,0 days 00:02:15,2.25
2619,2620,554,35,General Inquiry,2024-03-15 08:29:59.967908,2620,45,2024-03-15 08:36:14.967908,Company_35,16,0 days 00:06:15,6.25
2620,2621,65,20,Technical,2024-04-13 00:48:33.967908,2621,14,2024-04-13 00:53:31.967908,Company_20,1,0 days 00:04:58,4.966666666666667
2621,2622,691,32,Billing,2024-05-09 19:46:53.967908,2622,37,2024-05-09 19:51:08.967908,Company_32,47,0 days 00:04:15,4.25
2622,2623,8,40,Technical,2024-02-16 18:40:25.967908,2623,23,2024-02-16 18:44:23.967908,Company_40,8,0 days 00:03:58,3.966666666666667
2623,2624,29,35,Technical,2024-06-14 20:36:13.967908,2624,24,2024-06-14 20:44:57.967908,Company_35,16,0 days 00:08:44,8.733333333333333
2624,2625,55,40,Billing,2024-04-24 23:37:30.967908,2625,29,2024-04-24 23:42:37.967908,Company_40,8,0 days 00:05:07,5.116666666666666
2625,2626,43,7,Technical,2024-04-03 04:29:38.967908,2626,38,2024-04-03 04:31:12.967908,Company_7,35,0 days 00:01:34,1.5666666666666667
2626,2627,60,21,Account,2024-06-06 06:52:08.967908,2627,27,2024-06-06 06:58:57.967908,Company_21,31,0 days 00:06:49,6.816666666666666
2627,2628,80,2,Technical,2024-05-07 08:43:44.967908,2628,38,2024-05-07 08:45:35.967908,Company_2,6,0 days 00:01:51,1.85
2628,2629,637,12,General Inquiry,2024-03-23 20:19:45.967908,2629,40,2024-03-23 20:44:48.967908,Company_12,4,0 days 00:25:03,25.05
2629,2630,25,4,Technical,2024-06-24 11:34:40.967908,2630,45,2024-06-24 11:55:44.967908,Company_4,33,0 days 00:21:04,21.066666666666666
2630,2631,89,49,Account,2024-06-25 05:29:25.967908,2631,50,2024-06-25 05:35:35.967908,Company_49,10,0 days 00:06:10,6.166666666666667
2631,2632,819,38,Account,2024-03-04 02:22:23.967908,2632,23,2024-03-04 02:27:55.967908,Company_38,1,0 days 00:05:32,5.533333333333333
2632,2633,72,32,Billing,2024-05-28 02:59:53.967908,2633,31,2024-05-28 03:16:21.967908,Company_32,47,0 days 00:16:28,16.466666666666665
2633,2634,4,49,Technical,2024-04-26 11:55:07.967908,2634,36,2024-04-26 12:01:01.967908,Company_49,10,0 days 00:05:54,5.9
2634,2635,55,40,Billing,2024-02-29 14:47:30.967908,2635,17,2024-02-29 14:55:49.967908,Company_40,8,0 days 00:08:19,8.316666666666666
2635,2636,67,4,Account,2024-05-28 14:59:52.967908,2636,37,2024-05-28 15:00:40.967908,Company_4,33,0 days 00:00:48,0.8
2636,2637,34,4,Billing,2024-06-01 02:59:20.967908,2637,3,2024-06-01 03:39:58.967908,Company_4,33,0 days 00:40:38,40.63333333333333
2637,2638,11,35,Technical,2024-05-24 23:42:06.967908,2638,36,2024-05-24 23:53:03.967908,Company_35,16,0 days 00:10:57,10.95
2638,2639,90,7,Billing,2024-07-18 04:19:49.967908,2639,5,2024-07-18 04:24:56.967908,Company_7,35,0 days 00:05:07,5.116666666666666
2639,2640,948,2,Technical,2024-05-25 01:04:33.967908,2640,46,2024-05-25 01:04:52.967908,Company_2,6,0 days 00:00:19,0.31666666666666665
2640,2641,60,21,Technical,2024-06-03 01:55:07.967908,2641,15,2024-06-03 02:04:57.967908,Company_21,31,0 days 00:09:50,9.833333333333334
2641,2642,53,43,Account,2024-02-20 10:08:53.967908,2642,49,2024-02-20 10:10:30.967908,Company_43,6,0 days 00:01:37,1.6166666666666667
2642,2643,82,22,Account,2024-05-02 07:01:46.967908,2643,6,2024-05-02 07:04:26.967908,Company_22,5,0 days 00:02:40,2.6666666666666665
2643,2644,25,4,Account,2024-08-04 01:24:10.967908,2644,10,2024-08-04 01:26:04.967908,Company_4,33,0 days 00:01:54,1.9
2644,2645,8,40,Account,2024-05-17 18:22:17.967908,2645,32,2024-05-17 18:27:59.967908,Company_40,8,0 days 00:05:42,5.7
2645,2646,40,7,Technical,2024-02-24 22:16:06.967908,2646,23,2024-02-24 22:19:04.967908,Company_7,35,0 days 00:02:58,2.966666666666667
2646,2647,61,40,General Inquiry,2024-06-18 21:49:26.967908,2647,48,2024-06-18 21:56:50.967908,Company_40,8,0 days 00:07:24,7.4
2647,2648,6,7,Technical,2024-05-01 14:22:51.967908,2648,17,2024-05-01 14:37:04.967908,Company_7,35,0 days 00:14:13,14.216666666666667
2648,2649,192,32,Technical,2024-04-28 23:05:54.967908,2649,46,2024-04-28 23:06:55.967908,Company_32,47,0 days 00:01:01,1.0166666666666666
2649,2650,24,21,Technical,2024-04-05 17:28:45.967908,2650,20,2024-04-05 17:36:29.967908,Company_21,31,0 days 00:07:44,7.733333333333333
2650,2651,46,6,General Inquiry,2024-07-10 14:07:51.967908,2651,44,2024-07-10 14:20:36.967908,Company_6,5,0 days 00:12:45,12.75
2651,2652,91,32,Billing,2024-02-19 15:04:39.967908,2652,41,2024-02-19 15:10:13.967908,Company_32,47,0 days 00:05:34,5.566666666666666
2652,2653,935,7,Technical,2024-04-25 19:33:41.967908,2653,15,2024-04-25 19:38:49.967908,Company_7,35,0 days 00:05:08,5.133333333333334
2653,2654,7,1,Technical,2024-07-18 14:09:10.967908,2654,44,2024-07-18 14:17:05.967908,Company_1,12,0 days 00:07:55,7.916666666666667
2654,2655,52,7,Technical,2024-02-29 14:14:01.967908,2655,46,2024-02-29 14:14:06.967908,Company_7,35,0 days 00:00:05,0.08333333333333333
2655,2656,705,4,Account,2024-04-23 10:16:45.967908,2656,22,2024-04-23 10:27:34.967908,Company_4,33,0 days 00:10:49,10.816666666666666
2656,2657,32,21,Billing,2024-04-03 07:06:41.967908,2657,50,2024-04-03 07:19:57.967908,Company_21,31,0 days 00:13:16,13.266666666666667
2657,2658,86,7,General Inquiry,2024-07-07 19:08:09.967908,2658,6,2024-07-07 19:29:43.967908,Company_7,35,0 days 00:21:34,21.566666666666666
2658,2659,333,35,Billing,2024-06-23 01:42:42.967908,2659,4,2024-06-23 01:49:13.967908,Company_35,16,0 days 00:06:31,6.516666666666667
2659,2660,93,7,Billing,2024-06-17 11:16:22.967908,2660,23,2024-06-17 11:17:17.967908,Company_7,35,0 days 00:00:55,0.9166666666666666
2660,2661,66,7,Technical,2024-03-07 14:29:31.967908,2661,44,2024-03-07 14:32:07.967908,Company_7,35,0 days 00:02:36,2.6
2661,2662,16,32,Billing,2024-07-15 06:50:25.967908,2662,45,2024-07-15 06:54:53.967908,Company_32,47,0 days 00:04:28,4.466666666666667
2662,2663,32,21,Technical,2024-06-08 11:14:57.967908,2663,19,2024-06-08 11:15:18.967908,Company_21,31,0 days 00:00:21,0.35
2663,2664,87,4,Technical,2024-07-08 05:36:10.967908,2664,45,2024-07-08 05:47:03.967908,Company_4,33,0 days 00:10:53,10.883333333333333
2664,2665,71,23,Billing,2024-07-12 09:45:45.967908,2665,31,2024-07-12 09:54:57.967908,Company_23,7,0 days 00:09:12,9.2
2665,2666,825,33,Technical,2024-04-21 01:01:56.967908,2666,44,2024-04-21 01:11:34.967908,Company_33,7,0 days 00:09:38,9.633333333333333
2666,2667,8,40,Billing,2024-03-13 09:07:01.967908,2667,3,2024-03-13 09:07:39.967908,Company_40,8,0 days 00:00:38,0.6333333333333333
2667,2668,105,32,General Inquiry,2024-02-25 02:00:09.967908,2668,28,2024-02-25 02:05:43.967908,Company_32,47,0 days 00:05:34,5.566666666666666
2668,2669,52,7,Technical,2024-04-24 21:12:57.967908,2669,3,2024-04-24 21:15:05.967908,Company_7,35,0 days 00:02:08,2.1333333333333333
2669,2670,474,4,Technical,2024-06-01 11:59:30.967908,2670,14,2024-06-01 12:02:28.967908,Company_4,33,0 days 00:02:58,2.966666666666667
2670,2671,74,48,Technical,2024-04-22 05:07:40.967908,2671,18,2024-04-22 05:09:33.967908,Company_48,21,0 days 00:01:53,1.8833333333333333
2671,2672,5,35,Technical,2024-07-23 10:36:33.967908,2672,27,2024-07-23 10:37:51.967908,Company_35,16,0 days 00:01:18,1.3
2672,2673,32,21,Billing,2024-06-20 07:01:40.967908,2673,10,2024-06-20 07:03:23.967908,Company_21,31,0 days 00:01:43,1.7166666666666666
2673,2674,712,33,Technical,2024-03-21 11:21:28.967908,2674,49,2024-03-21 11:28:10.967908,Company_33,7,0 days 00:06:42,6.7
2674,2675,97,32,Technical,2024-07-26 17:15:05.967908,2675,15,2024-07-26 17:18:53.967908,Company_32,47,0 days 00:03:48,3.8
2675,2676,65,20,Technical,2024-07-16 18:27:03.967908,2676,19,2024-07-16 18:32:07.967908,Company_20,1,0 days 00:05:04,5.066666666666666
2676,2677,629,4,Account,2024-06-28 10:14:07.967908,2677,9,2024-06-28 10:23:56.967908,Company_4,33,0 days 00:09:49,9.816666666666666
2677,2678,79,8,Account,2024-05-16 16:40:58.967908,2678,4,2024-05-16 16:49:34.967908,Company_8,15,0 days 00:08:36,8.6
2678,2679,78,10,General Inquiry,2024-06-30 12:07:55.967908,2679,15,2024-06-30 12:09:27.967908,Company_10,12,0 days 00:01:32,1.5333333333333334
2679,2680,85,45,General Inquiry,2024-05-19 09:30:00.967908,2680,48,2024-05-19 09:31:53.967908,Company_45,1,0 days 00:01:53,1.8833333333333333
2680,2681,62,42,Technical,2024-06-18 03:29:08.967908,2681,8,2024-06-18 03:32:49.967908,Company_42,8,0 days 00:03:41,3.683333333333333
2681,2682,63,1,Technical,2024-03-22 20:51:37.967908,2682,49,2024-03-22 21:31:10.967908,Company_1,12,0 days 00:39:33,39.55
2682,2683,71,23,Technical,2024-07-23 01:14:11.967908,2683,1,2024-07-23 01:17:32.967908,Company_23,7,0 days 00:03:21,3.35
2683,2684,75,48,Technical,2024-03-13 15:50:30.967908,2684,7,2024-03-13 15:57:13.967908,Company_48,21,0 days 00:06:43,6.716666666666667
2684,2685,24,21,Technical,2024-02-28 17:27:11.967908,2685,31,2024-02-28 17:37:17.967908,Company_21,31,0 days 00:10:06,10.1
2685,2686,721,29,Technical,2024-07-04 12:23:42.967908,2686,18,2024-07-04 12:24:49.967908,Company_29,4,0 days 00:01:07,1.1166666666666667
2686,2687,51,39,Account,2024-07-16 04:41:33.967908,2687,12,2024-07-16 05:04:29.967908,Company_39,1,0 days 00:22:56,22.933333333333334
2687,2688,72,32,Technical,2024-05-15 08:19:29.967908,2688,48,2024-05-15 08:20:11.967908,Company_32,47,0 days 00:00:42,0.7
2688,2689,49,32,Technical,2024-02-23 15:44:25.967908,2689,30,2024-02-23 15:46:26.967908,Company_32,47,0 days 00:02:01,2.0166666666666666
2689,2690,809,1,Technical,2024-04-13 10:55:29.967908,2690,33,2024-04-13 11:00:21.967908,Company_1,12,0 days 00:04:52,4.866666666666666
2690,2691,45,9,Technical,2024-03-26 14:51:55.967908,2691,47,2024-03-26 14:52:20.967908,Company_9,4,0 days 00:00:25,0.4166666666666667
2691,2692,27,35,Account,2024-02-24 23:32:07.967908,2692,7,2024-02-24 23:34:27.967908,Company_35,16,0 days 00:02:20,2.3333333333333335
2692,2693,24,21,Technical,2024-07-19 02:13:10.967908,2693,28,2024-07-19 02:16:34.967908,Company_21,31,0 days 00:03:24,3.4
2693,2694,57,10,Technical,2024-03-26 04:58:48.967908,2694,49,2024-03-26 05:07:45.967908,Company_10,12,0 days 00:08:57,8.95
2694,2695,11,35,Account,2024-08-06 11:27:56.967908,2695,3,2024-08-06 11:28:39.967908,Company_35,16,0 days 00:00:43,0.7166666666666667
2695,2696,92,35,General Inquiry,2024-02-24 14:40:45.967908,2696,43,2024-02-24 14:44:09.967908,Company_35,16,0 days 00:03:24,3.4
2696,2697,180,48,Billing,2024-04-17 18:09:59.967908,2697,6,2024-04-17 18:27:06.967908,Company_48,21,0 days 00:17:07,17.116666666666667
2697,2698,7,1,Account,2024-04-16 16:26:30.967908,2698,31,2024-04-16 16:30:12.967908,Company_1,12,0 days 00:03:42,3.7
2698,2699,130,13,Account,2024-05-26 13:14:41.967908,2699,38,2024-05-26 13:27:53.967908,Company_13,9,0 days 00:13:12,13.2
2699,2700,61,40,Technical,2024-05-03 19:14:30.967908,2700,15,2024-05-03 19:17:28.967908,Company_40,8,0 days 00:02:58,2.966666666666667
2700,2701,129,12,Account,2024-07-23 19:27:03.967908,2701,7,2024-07-23 19:28:09.967908,Company_12,4,0 days 00:01:06,1.1
2701,2702,892,3,Technical,2024-05-31 22:05:23.967908,2702,43,2024-05-31 22:11:53.967908,Company_3,14,0 days 00:06:30,6.5
2702,2703,27,35,Technical,2024-05-18 09:35:10.967908,2703,30,2024-05-18 09:39:46.967908,Company_35,16,0 days 00:04:36,4.6
2703,2704,95,14,Technical,2024-04-05 15:54:39.967908,2704,27,2024-04-05 15:58:45.967908,Company_14,1,0 days 00:04:06,4.1
2704,2705,8,40,General Inquiry,2024-02-23 14:02:54.967908,2705,17,2024-02-23 14:07:40.967908,Company_40,8,0 days 00:04:46,4.766666666666667
2705,2706,3,4,Account,2024-07-11 17:58:24.967908,2706,18,2024-07-11 18:01:46.967908,Company_4,33,0 days 00:03:22,3.3666666666666667
2706,2707,44,4,Account,2024-06-21 02:09:29.967908,2707,22,2024-06-21 02:17:48.967908,Company_4,33,0 days 00:08:19,8.316666666666666
2707,2708,66,7,General Inquiry,2024-03-24 13:59:23.967908,2708,26,2024-03-24 14:02:45.967908,Company_7,35,0 days 00:03:22,3.3666666666666667
2708,2709,584,22,Technical,2024-04-12 00:45:24.967908,2709,27,2024-04-12 00:50:57.967908,Company_22,5,0 days 00:05:33,5.55
2709,2710,9,32,Technical,2024-04-25 19:00:12.967908,2710,40,2024-04-25 19:19:42.967908,Company_32,47,0 days 00:19:30,19.5
2710,2711,80,2,Account,2024-08-01 21:14:24.967908,2711,24,2024-08-01 21:16:04.967908,Company_2,6,0 days 00:01:40,1.6666666666666667
2711,2712,55,40,Billing,2024-07-17 02:22:07.967908,2712,8,2024-07-17 02:31:41.967908,Company_40,8,0 days 00:09:34,9.566666666666666
2712,2713,23,43,Account,2024-02-25 18:09:58.967908,2713,21,2024-02-25 18:15:13.967908,Company_43,6,0 days 00:05:15,5.25
2713,2714,816,32,Technical,2024-08-02 14:17:44.967908,2714,29,2024-08-02 14:42:50.967908,Company_32,47,0 days 00:25:06,25.1
2714,2715,59,7,Technical,2024-06-22 19:18:46.967908,2715,43,2024-06-22 19:27:42.967908,Company_7,35,0 days 00:08:56,8.933333333333334
2715,2716,67,4,Billing,2024-04-20 22:15:52.967908,2716,21,2024-04-20 22:24:16.967908,Company_4,33,0 days 00:08:24,8.4
2716,2717,18,3,Technical,2024-04-09 12:39:54.967908,2717,3,2024-04-09 12:41:58.967908,Company_3,14,0 days 00:02:04,2.066666666666667
2717,2718,40,7,Billing,2024-03-11 15:28:44.967908,2718,31,2024-03-11 15:31:10.967908,Company_7,35,0 days 00:02:26,2.433333333333333
2718,2719,70,10,Technical,2024-07-20 16:35:20.967908,2719,27,2024-07-20 16:44:25.967908,Company_10,12,0 days 00:09:05,9.083333333333334
2719,2720,91,32,Account,2024-04-27 22:28:37.967908,2720,46,2024-04-27 22:41:52.967908,Company_32,47,0 days 00:13:15,13.25
2720,2721,44,4,Technical,2024-05-11 07:43:27.967908,2721,27,2024-05-11 07:47:07.967908,Company_4,33,0 days 00:03:40,3.6666666666666665
2721,2722,90,7,General Inquiry,2024-08-07 04:41:27.967908,2722,9,2024-08-07 04:46:58.967908,Company_7,35,0 days 00:05:31,5.516666666666667
2722,2723,29,35,Technical,2024-05-04 03:37:11.967908,2723,33,2024-05-04 03:40:06.967908,Company_35,16,0 days 00:02:55,2.9166666666666665
2723,2724,22,32,Billing,2024-07-09 19:26:53.967908,2724,33,2024-07-09 20:06:12.967908,Company_32,47,0 days 00:39:19,39.31666666666667
2724,2725,19,10,Technical,2024-05-11 20:42:16.967908,2725,26,2024-05-11 20:43:01.967908,Company_10,12,0 days 00:00:45,0.75
2725,2726,83,3,Billing,2024-08-08 04:41:46.967908,2726,28,2024-08-08 04:42:43.967908,Company_3,14,0 days 00:00:57,0.95
2726,2727,46,6,Technical,2024-05-01 13:16:42.967908,2727,44,2024-05-01 13:19:33.967908,Company_6,5,0 days 00:02:51,2.85
2727,2728,67,4,Technical,2024-04-22 07:24:30.967908,2728,43,2024-04-22 07:31:33.967908,Company_4,33,0 days 00:07:03,7.05
2728,2729,10,33,Account,2024-03-23 18:00:52.967908,2729,31,2024-03-23 18:08:05.967908,Company_33,7,0 days 00:07:13,7.216666666666667
2729,2730,10,33,Account,2024-05-22 19:51:28.967908,2730,1,2024-05-22 19:54:35.967908,Company_33,7,0 days 00:03:07,3.1166666666666667
2730,2731,550,47,Technical,2024-06-29 20:39:22.967908,2731,20,2024-06-29 20:40:51.967908,Company_47,4,0 days 00:01:29,1.4833333333333334
2731,2732,45,9,Billing,2024-05-23 02:00:37.967908,2732,12,2024-05-23 02:02:14.967908,Company_9,4,0 days 00:01:37,1.6166666666666667
2732,2733,334,35,General Inquiry,2024-04-27 19:20:38.967908,2733,17,2024-04-27 19:26:06.967908,Company_35,16,0 days 00:05:28,5.466666666666667
2733,2734,89,49,Technical,2024-08-13 22:58:56.967908,2734,15,2024-08-13 23:04:48.967908,Company_49,10,0 days 00:05:52,5.866666666666666
2734,2735,80,2,Technical,2024-07-20 07:01:41.967908,2735,34,2024-07-20 07:02:05.967908,Company_2,6,0 days 00:00:24,0.4
2735,2736,57,10,Technical,2024-05-27 07:23:03.967908,2736,50,2024-05-27 07:29:37.967908,Company_10,12,0 days 00:06:34,6.566666666666666
2736,2737,23,43,Account,2024-04-08 06:23:30.967908,2737,16,2024-04-08 06:24:48.967908,Company_43,6,0 days 00:01:18,1.3
2737,2738,55,40,Technical,2024-07-21 01:00:14.967908,2738,4,2024-07-21 01:06:00.967908,Company_40,8,0 days 00:05:46,5.766666666666667
2738,2739,46,6,Account,2024-03-03 12:22:51.967908,2739,8,2024-03-03 12:24:20.967908,Company_6,5,0 days 00:01:29,1.4833333333333334
2739,2740,90,7,Technical,2024-07-06 15:49:40.967908,2740,34,2024-07-06 15:54:55.967908,Company_7,35,0 days 00:05:15,5.25
2740,2741,14,4,Technical,2024-05-08 21:41:42.967908,2741,46,2024-05-08 21:45:28.967908,Company_4,33,0 days 00:03:46,3.7666666666666666
2741,2742,554,35,Billing,2024-03-02 19:12:35.967908,2742,25,2024-03-02 19:33:51.967908,Company_35,16,0 days 00:21:16,21.266666666666666
2742,2743,64,23,Billing,2024-05-10 02:09:29.967908,2743,15,2024-05-10 02:11:58.967908,Company_23,7,0 days 00:02:29,2.4833333333333334
2743,2744,44,4,Account,2024-06-12 11:01:09.967908,2744,28,2024-06-12 11:04:54.967908,Company_4,33,0 days 00:03:45,3.75
2744,2745,63,1,Technical,2024-07-25 03:46:17.967908,2745,9,2024-07-25 03:47:02.967908,Company_1,12,0 days 00:00:45,0.75
2745,2746,16,32,Billing,2024-03-22 12:22:17.967908,2746,2,2024-03-22 12:25:46.967908,Company_32,47,0 days 00:03:29,3.4833333333333334
2746,2747,643,8,Technical,2024-06-01 09:28:41.967908,2747,17,2024-06-01 09:32:40.967908,Company_8,15,0 days 00:03:59,3.9833333333333334
2747,2748,265,13,Account,2024-04-13 12:26:02.967908,2748,10,2024-04-13 12:27:44.967908,Company_13,9,0 days 00:01:42,1.7
2748,2749,30,22,Technical,2024-04-18 20:20:13.967908,2749,9,2024-04-18 20:32:58.967908,Company_22,5,0 days 00:12:45,12.75
2749,2750,13,13,Account,2024-03-07 09:31:27.967908,2750,31,2024-03-07 09:34:06.967908,Company_13,9,0 days 00:02:39,2.65
2750,2751,24,21,Technical,2024-03-03 00:31:53.967908,2751,2,2024-03-03 00:44:48.967908,Company_21,31,0 days 00:12:55,12.916666666666666
2751,2752,60,21,Account,2024-04-20 03:36:03.967908,2752,24,2024-04-20 03:42:15.967908,Company_21,31,0 days 00:06:12,6.2
2752,2753,14,4,Technical,2024-06-23 19:29:24.967908,2753,19,2024-06-23 19:32:19.967908,Company_4,33,0 days 00:02:55,2.9166666666666665
2753,2754,58,4,Billing,2024-04-13 21:09:55.967908,2754,17,2024-04-13 21:10:52.967908,Company_4,33,0 days 00:00:57,0.95
2754,2755,98,26,Technical,2024-04-15 23:45:27.967908,2755,43,2024-04-15 23:45:54.967908,Company_26,8,0 days 00:00:27,0.45
2755,2756,97,32,Billing,2024-05-13 01:30:05.967908,2756,49,2024-05-13 01:32:09.967908,Company_32,47,0 days 00:02:04,2.066666666666667
2756,2757,67,4,Billing,2024-06-12 11:48:13.967908,2757,10,2024-06-12 11:49:28.967908,Company_4,33,0 days 00:01:15,1.25
2757,2758,50,42,Technical,2024-07-04 19:56:05.967908,2758,50,2024-07-04 20:10:54.967908,Company_42,8,0 days 00:14:49,14.816666666666666
2758,2759,80,2,Billing,2024-05-09 05:13:41.967908,2759,28,2024-05-09 05:16:08.967908,Company_2,6,0 days 00:02:27,2.45
2759,2760,77,22,Technical,2024-03-19 20:00:15.967908,2760,38,2024-03-19 20:00:22.967908,Company_22,5,0 days 00:00:07,0.11666666666666667
