"ticket_id","user_id","company_id","issue_category","created_at","match_id","ticket_id","staff_id","matched_at","company_id","company_name","company_size","wait_time","wait_time_exceeded"
"3071","7","1","Technical","2024-03-04 23:02:33.967908","3071","3071","48","2024-03-04 23:22:38.967908","1","Company_1","12","00:20:05","0"
"3072","86","7","Technical","2024-05-02 20:01:29.967908","3072","3072","24","2024-05-02 20:04:17.967908","7","Company_7","35","00:02:48","0"
"3073","31","24","Technical","2024-05-24 14:55:30.967908","3073","3073","29","2024-05-24 14:59:33.967908","24","Company_24","1","00:04:03","0"
"3074","80","2","Technical","2024-05-15 06:13:57.967908","3074","3074","3","2024-05-15 06:29:26.967908","2","Company_2","6","00:15:29","0"
"3075","96","32","Technical","2024-04-03 05:15:36.967908","3075","3075","45","2024-04-03 05:29:35.967908","32","Company_32","47","00:13:59","0"
"3076","23","43","Technical","2024-03-29 06:01:44.967908","3076","3076","4","2024-03-29 06:09:16.967908","43","Company_43","6","00:07:32","0"
"3077","58","4","Technical","2024-06-08 17:57:50.967908","3077","3077","50","2024-06-08 17:58:30.967908","4","Company_4","33","00:00:40","0"
"3078","39","45","General Inquiry","2024-04-24 23:59:37.967908","3078","3078","2","2024-04-25 00:09:52.967908","45","Company_45","1","00:10:15","0"
"3079","77","22","Technical","2024-02-25 22:08:48.967908","3079","3079","20","2024-02-25 22:49:46.967908","22","Company_22","5","00:40:58","1"
"3080","52","7","Account","2024-02-26 06:55:07.967908","3080","3080","15","2024-02-26 06:55:13.967908","7","Company_7","35","00:00:06","0"
"3081","36","32","Technical","2024-04-11 02:35:56.967908","3081","3081","49","2024-04-11 02:40:06.967908","32","Company_32","47","00:04:10","0"
"3082","91","32","Billing","2024-05-22 13:45:26.967908","3082","3082","32","2024-05-22 14:00:29.967908","32","Company_32","47","00:15:03","0"
"3083","68","12","Technical","2024-06-11 12:01:21.967908","3083","3083","42","2024-06-11 12:06:01.967908","12","Company_12","4","00:04:40","0"
"3084","17","11","Billing","2024-08-05 19:22:59.967908","3084","3084","1","2024-08-05 19:25:21.967908","11","Company_11","4","00:02:22","0"
"3085","25","4","Billing","2024-07-29 03:20:50.967908","3085","3085","38","2024-07-29 03:35:00.967908","4","Company_4","33","00:14:10","0"
"3086","65","20","Technical","2024-06-22 12:27:21.967908","3086","3086","35","2024-06-22 12:28:11.967908","20","Company_20","1","00:00:50","0"
"3087","710","5","Account","2024-06-26 01:33:23.967908","3087","3087","7","2024-06-26 01:34:57.967908","5","Company_5","5","00:01:34","0"
"3088","86","7","Technical","2024-05-17 20:28:37.967908","3088","3088","45","2024-05-17 20:29:52.967908","7","Company_7","35","00:01:15","0"
"3089","13","13","Technical","2024-04-11 23:04:02.967908","3089","3089","13","2024-04-11 23:04:30.967908","13","Company_13","9","00:00:28","0"
"3090","20","11","General Inquiry","2024-05-30 16:32:36.967908","3090","3090","49","2024-05-30 16:54:53.967908","11","Company_11","4","00:22:17","0"
"3091","19","10","Technical","2024-02-18 01:29:34.967908","3091","3091","1","2024-02-18 01:32:32.967908","10","Company_10","12","00:02:58","0"
"3092","44","4","Billing","2024-07-29 23:29:33.967908","3092","3092","14","2024-07-29 23:29:51.967908","4","Company_4","33","00:00:18","0"
"3093","16","32","Technical","2024-03-08 08:21:21.967908","3093","3093","29","2024-03-08 08:26:18.967908","32","Company_32","47","00:04:57","0"
"3094","33","1","Account","2024-05-10 03:39:08.967908","3094","3094","3","2024-05-10 03:39:16.967908","1","Company_1","12","00:00:08","0"
"3095","5","35","General Inquiry","2024-03-13 11:33:55.967908","3095","3095","46","2024-03-13 11:39:00.967908","35","Company_35","16","00:05:05","0"
"3096","100","41","Technical","2024-08-05 19:55:30.967908","3096","3096","24","2024-08-05 20:01:09.967908","41","Company_41","15","00:05:39","0"
"3097","94","33","Technical","2024-04-07 19:54:58.967908","3097","3097","1","2024-04-07 19:55:42.967908","33","Company_33","7","00:00:44","0"
"3098","814","7","Billing","2024-07-06 17:48:59.967908","3098","3098","48","2024-07-06 17:49:24.967908","7","Company_7","35","00:00:25","0"
"3099","37","10","Technical","2024-04-27 12:01:50.967908","3099","3099","10","2024-04-27 12:02:45.967908","10","Company_10","12","00:00:55","0"
"3100","8","40","General Inquiry","2024-07-13 19:12:49.967908","3100","3100","13","2024-07-13 19:19:55.967908","40","Company_40","8","00:07:06","0"
"3101","5","35","Billing","2024-05-04 18:41:00.967908","3101","3101","36","2024-05-04 18:42:31.967908","35","Company_35","16","00:01:31","0"
"3102","53","43","General Inquiry","2024-04-27 12:46:30.967908","3102","3102","9","2024-04-27 12:49:15.967908","43","Company_43","6","00:02:45","0"
"3103","30","22","Billing","2024-02-25 06:13:41.967908","3103","3103","14","2024-02-25 06:19:25.967908","22","Company_22","5","00:05:44","0"
"3104","58","4","Account","2024-05-04 06:13:44.967908","3104","3104","36","2024-05-04 06:16:09.967908","4","Company_4","33","00:02:25","0"
"3105","9","32","Technical","2024-02-26 09:47:43.967908","3105","3105","10","2024-02-26 09:58:08.967908","32","Company_32","47","00:10:25","0"
"3106","26","32","Account","2024-06-06 05:05:18.967908","3106","3106","40","2024-06-06 05:10:56.967908","32","Company_32","47","00:05:38","0"
"3107","23","43","Billing","2024-06-04 13:38:22.967908","3107","3107","23","2024-06-04 14:01:58.967908","43","Company_43","6","00:23:36","0"
"3108","26","32","Account","2024-03-25 06:32:34.967908","3108","3108","35","2024-03-25 06:38:32.967908","32","Company_32","47","00:05:58","0"
"3109","675","21","Billing","2024-04-26 20:51:59.967908","3109","3109","7","2024-04-26 21:12:17.967908","21","Company_21","31","00:20:18","0"
"3110","42","35","Technical","2024-06-02 21:35:20.967908","3110","3110","42","2024-06-02 21:40:13.967908","35","Company_35","16","00:04:53","0"
"3111","6","7","Technical","2024-04-12 12:21:53.967908","3111","3111","35","2024-04-12 12:26:40.967908","7","Company_7","35","00:04:47","0"
"3112","78","10","Billing","2024-03-01 18:03:58.967908","3112","3112","2","2024-03-01 18:04:43.967908","10","Company_10","12","00:00:45","0"
"3113","685","4","Technical","2024-05-01 11:53:57.967908","3113","3113","15","2024-05-01 11:57:50.967908","4","Company_4","33","00:03:53","0"
"3114","83","3","Technical","2024-05-24 09:23:03.967908","3114","3114","9","2024-05-24 09:29:26.967908","3","Company_3","14","00:06:23","0"
"3115","61","40","Technical","2024-05-13 22:11:12.967908","3115","3115","47","2024-05-13 22:21:04.967908","40","Company_40","8","00:09:52","0"
"3116","55","40","Technical","2024-07-13 21:45:52.967908","3116","3116","17","2024-07-13 21:52:00.967908","40","Company_40","8","00:06:08","0"
"3117","85","45","General Inquiry","2024-06-02 05:54:11.967908","3117","3117","39","2024-06-02 05:54:47.967908","45","Company_45","1","00:00:36","0"
"3118","40","7","Technical","2024-04-10 18:58:34.967908","3118","3118","18","2024-04-10 19:01:44.967908","7","Company_7","35","00:03:10","0"
"3119","60","21","Billing","2024-07-25 17:36:46.967908","3119","3119","15","2024-07-25 17:39:19.967908","21","Company_21","31","00:02:33","0"
"3120","21","33","Account","2024-06-16 11:53:58.967908","3120","3120","18","2024-06-16 11:59:28.967908","33","Company_33","7","00:05:30","0"
"3121","916","35","General Inquiry","2024-06-27 14:16:14.967908","3121","3121","24","2024-06-27 14:19:22.967908","35","Company_35","16","00:03:08","0"
"3122","24","21","Account","2024-06-14 03:03:02.967908","3122","3122","23","2024-06-14 03:09:30.967908","21","Company_21","31","00:06:28","0"
"3123","84","8","Technical","2024-03-10 13:04:58.967908","3123","3123","12","2024-03-10 13:09:35.967908","8","Company_8","15","00:04:37","0"
"3124","65","20","Account","2024-03-12 10:59:53.967908","3124","3124","23","2024-03-12 11:03:07.967908","20","Company_20","1","00:03:14","0"
"3125","58","4","Technical","2024-03-06 05:57:06.967908","3125","3125","21","2024-03-06 06:04:23.967908","4","Company_4","33","00:07:17","0"
"3126","59","7","Billing","2024-05-02 23:06:27.967908","3126","3126","26","2024-05-02 23:25:14.967908","7","Company_7","35","00:18:47","0"
"3127","23","43","General Inquiry","2024-04-28 22:36:49.967908","3127","3127","8","2024-04-28 22:37:22.967908","43","Company_43","6","00:00:33","0"
"3128","81","31","Billing","2024-07-19 19:52:22.967908","3128","3128","30","2024-07-19 19:57:21.967908","31","Company_31","4","00:04:59","0"
"3129","12","4","Billing","2024-04-22 07:38:07.967908","3129","3129","34","2024-04-22 07:42:08.967908","4","Company_4","33","00:04:01","0"
"3130","15","42","Technical","2024-06-03 19:04:05.967908","3130","3130","2","2024-06-03 19:06:22.967908","42","Company_42","8","00:02:17","0"
"3131","63","1","Technical","2024-04-27 11:13:57.967908","3131","3131","5","2024-04-27 11:14:59.967908","1","Company_1","12","00:01:02","0"
"3132","71","23","Technical","2024-07-12 01:46:33.967908","3132","3132","31","2024-07-12 01:52:28.967908","23","Company_23","7","00:05:55","0"
"3133","52","7","Technical","2024-03-15 11:43:04.967908","3133","3133","33","2024-03-15 11:52:26.967908","7","Company_7","35","00:09:22","0"
"3134","928","30","Billing","2024-03-26 03:03:37.967908","3134","3134","4","2024-03-26 03:09:14.967908","30","Company_30","5","00:05:37","0"
"3135","82","22","Technical","2024-06-12 11:03:51.967908","3135","3135","6","2024-06-12 11:08:20.967908","22","Company_22","5","00:04:29","0"
"3136","12","4","General Inquiry","2024-05-25 08:03:58.967908","3136","3136","23","2024-05-25 08:11:01.967908","4","Company_4","33","00:07:03","0"
"3137","35","2","Technical","2024-05-04 09:58:57.967908","3137","3137","45","2024-05-04 10:01:11.967908","2","Company_2","6","00:02:14","0"
"3138","78","10","Technical","2024-05-23 13:54:55.967908","3138","3138","19","2024-05-23 13:56:42.967908","10","Company_10","12","00:01:47","0"
"3139","97","32","Billing","2024-02-24 06:59:05.967908","3139","3139","43","2024-02-24 07:22:50.967908","32","Company_32","47","00:23:45","0"
"3140","34","4","Technical","2024-02-25 06:30:44.967908","3140","3140","45","2024-02-25 06:32:31.967908","4","Company_4","33","00:01:47","0"
"3141","20","11","Account","2024-02-24 00:44:08.967908","3141","3141","8","2024-02-24 00:49:21.967908","11","Company_11","4","00:05:13","0"
"3142","82","22","Technical","2024-03-14 02:01:08.967908","3142","3142","39","2024-03-14 02:02:07.967908","22","Company_22","5","00:00:59","0"
"3143","8","40","Billing","2024-07-04 00:57:44.967908","3143","3143","13","2024-07-04 01:01:27.967908","40","Company_40","8","00:03:43","0"
"3144","69","48","Technical","2024-04-21 03:27:55.967908","3144","3144","1","2024-04-21 03:47:25.967908","48","Company_48","21","00:19:30","0"
"3145","44","4","Technical","2024-07-21 14:08:08.967908","3145","3145","6","2024-07-21 14:14:21.967908","4","Company_4","33","00:06:13","0"
"3146","80","2","General Inquiry","2024-05-18 11:11:27.967908","3146","3146","7","2024-05-18 11:16:49.967908","2","Company_2","6","00:05:22","0"
"3147","21","33","Billing","2024-05-27 07:38:57.967908","3147","3147","48","2024-05-27 07:43:27.967908","33","Company_33","7","00:04:30","0"
"3148","51","39","Technical","2024-05-15 05:06:15.967908","3148","3148","27","2024-05-15 05:09:14.967908","39","Company_39","1","00:02:59","0"
"3149","31","24","Account","2024-03-16 09:29:49.967908","3149","3149","15","2024-03-16 09:38:04.967908","24","Company_24","1","00:08:15","0"
"3150","58","4","Billing","2024-06-13 04:45:43.967908","3150","3150","34","2024-06-13 05:35:08.967908","4","Company_4","33","00:49:25","1"
"3151","37","10","Technical","2024-08-07 21:40:43.967908","3151","3151","23","2024-08-07 21:46:35.967908","10","Company_10","12","00:05:52","0"
"3152","11","35","Account","2024-05-26 13:48:51.967908","3152","3152","48","2024-05-26 14:30:08.967908","35","Company_35","16","00:41:17","1"
"3153","24","21","Billing","2024-03-14 14:48:35.967908","3153","3153","49","2024-03-14 14:51:02.967908","21","Company_21","31","00:02:27","0"
"3154","47","48","Technical","2024-04-20 03:48:53.967908","3154","3154","24","2024-04-20 03:50:42.967908","48","Company_48","21","00:01:49","0"
"3155","56","44","Technical","2024-06-14 12:29:16.967908","3155","3155","15","2024-06-14 12:34:40.967908","44","Company_44","5","00:05:24","0"
"3156","12","4","Technical","2024-04-18 07:50:27.967908","3156","3156","35","2024-04-18 07:59:18.967908","4","Company_4","33","00:08:51","0"
"3157","79","8","Billing","2024-03-19 00:41:51.967908","3157","3157","4","2024-03-19 00:46:20.967908","8","Company_8","15","00:04:29","0"
"3158","35","2","Technical","2024-05-02 18:41:03.967908","3158","3158","44","2024-05-02 18:45:57.967908","2","Company_2","6","00:04:54","0"
"3159","24","21","Technical","2024-06-15 04:29:01.967908","3159","3159","37","2024-06-15 04:50:17.967908","21","Company_21","31","00:21:16","0"
"3160","3","4","Account","2024-07-09 00:51:40.967908","3160","3160","17","2024-07-09 00:57:42.967908","4","Company_4","33","00:06:02","0"
"3161","26","32","Technical","2024-07-29 02:11:34.967908","3161","3161","31","2024-07-29 02:12:40.967908","32","Company_32","47","00:01:06","0"
"3162","34","4","Technical","2024-04-14 13:54:59.967908","3162","3162","38","2024-04-14 13:59:47.967908","4","Company_4","33","00:04:48","0"
"3163","77","22","Technical","2024-06-10 18:20:26.967908","3163","3163","10","2024-06-10 18:37:22.967908","22","Company_22","5","00:16:56","0"
"3164","16","32","Billing","2024-04-21 18:59:50.967908","3164","3164","50","2024-04-21 19:02:03.967908","32","Company_32","47","00:02:13","0"
"3165","41","19","Account","2024-05-24 23:38:33.967908","3165","3165","27","2024-05-25 00:00:07.967908","19","Company_19","2","00:21:34","0"
"3166","67","4","Technical","2024-07-26 07:29:29.967908","3166","3166","42","2024-07-26 07:37:58.967908","4","Company_4","33","00:08:29","0"
"3167","78","10","Technical","2024-05-25 10:49:23.967908","3167","3167","6","2024-05-25 10:51:29.967908","10","Company_10","12","00:02:06","0"
"3168","64","23","Technical","2024-05-29 20:16:00.967908","3168","3168","6","2024-05-29 20:19:04.967908","23","Company_23","7","00:03:04","0"
"3169","32","21","Billing","2024-05-21 14:14:03.967908","3169","3169","15","2024-05-21 14:16:39.967908","21","Company_21","31","00:02:36","0"
"3170","275","22","General Inquiry","2024-07-03 02:21:00.967908","3170","3170","4","2024-07-03 02:21:59.967908","22","Company_22","5","00:00:59","0"
"3171","73","13","Technical","2024-06-04 18:48:01.967908","3171","3171","48","2024-06-04 18:54:03.967908","13","Company_13","9","00:06:02","0"
"3172","27","35","Technical","2024-04-14 16:30:31.967908","3172","3172","40","2024-04-14 16:31:45.967908","35","Company_35","16","00:01:14","0"
"3173","58","4","Technical","2024-05-18 16:32:35.967908","3173","3173","7","2024-05-18 16:59:00.967908","4","Company_4","33","00:26:25","0"
"3174","515","21","Technical","2024-07-23 21:02:54.967908","3174","3174","49","2024-07-23 21:02:57.967908","21","Company_21","31","00:00:03","0"
"3175","45","9","Technical","2024-02-19 16:55:01.967908","3175","3175","45","2024-02-19 16:59:03.967908","9","Company_9","4","00:04:02","0"
"3176","100","41","Billing","2024-04-28 00:03:18.967908","3176","3176","47","2024-04-28 00:03:30.967908","41","Company_41","15","00:00:12","0"
"3177","74","48","Technical","2024-04-20 19:04:18.967908","3177","3177","26","2024-04-20 19:12:14.967908","48","Company_48","21","00:07:56","0"
"3178","98","26","Technical","2024-06-26 07:32:55.967908","3178","3178","31","2024-06-26 07:40:58.967908","26","Company_26","8","00:08:03","0"
"3179","272","32","Billing","2024-03-08 18:10:39.967908","3179","3179","2","2024-03-08 18:23:14.967908","32","Company_32","47","00:12:35","0"
"3180","48","40","Technical","2024-05-07 08:36:06.967908","3180","3180","28","2024-05-07 08:50:34.967908","40","Company_40","8","00:14:28","0"
"3181","80","2","Technical","2024-06-08 19:37:56.967908","3181","3181","42","2024-06-08 19:39:42.967908","2","Company_2","6","00:01:46","0"
"3182","276","21","Technical","2024-04-16 05:15:57.967908","3182","3182","13","2024-04-16 05:19:29.967908","21","Company_21","31","00:03:32","0"
"3183","41","19","Technical","2024-07-20 04:31:47.967908","3183","3183","18","2024-07-20 04:38:50.967908","19","Company_19","2","00:07:03","0"
"3184","53","43","Technical","2024-08-08 23:56:29.967908","3184","3184","30","2024-08-08 23:57:15.967908","43","Company_43","6","00:00:46","0"
"3185","49","32","Billing","2024-07-06 07:38:20.967908","3185","3185","11","2024-07-06 07:41:10.967908","32","Company_32","47","00:02:50","0"
"3186","51","39","General Inquiry","2024-08-03 19:39:35.967908","3186","3186","13","2024-08-03 19:45:33.967908","39","Company_39","1","00:05:58","0"
"3187","72","32","Account","2024-06-29 01:53:56.967908","3187","3187","24","2024-06-29 01:56:19.967908","32","Company_32","47","00:02:23","0"
"3188","14","4","Technical","2024-06-17 15:56:59.967908","3188","3188","29","2024-06-17 16:00:36.967908","4","Company_4","33","00:03:37","0"
"3189","41","19","Billing","2024-02-21 15:34:05.967908","3189","3189","5","2024-02-21 15:34:07.967908","19","Company_19","2","00:00:02","0"
"3190","218","4","Technical","2024-06-11 09:11:01.967908","3190","3190","35","2024-06-11 09:32:52.967908","4","Company_4","33","00:21:51","0"
"3191","9","32","Account","2024-05-18 15:08:02.967908","3191","3191","19","2024-05-18 15:09:45.967908","32","Company_32","47","00:01:43","0"
"3192","26","32","Billing","2024-04-08 00:50:41.967908","3192","3192","13","2024-04-08 00:53:05.967908","32","Company_32","47","00:02:24","0"
"3193","65","20","Account","2024-06-22 18:39:31.967908","3193","3193","5","2024-06-22 18:41:41.967908","20","Company_20","1","00:02:10","0"
"3194","15","42","Technical","2024-07-17 11:58:49.967908","3194","3194","44","2024-07-17 12:02:11.967908","42","Company_42","8","00:03:22","0"
"3195","67","4","General Inquiry","2024-07-16 04:33:37.967908","3195","3195","14","2024-07-16 04:34:46.967908","4","Company_4","33","00:01:09","0"
"3196","50","42","Technical","2024-06-07 19:16:08.967908","3196","3196","38","2024-06-07 19:26:38.967908","42","Company_42","8","00:10:30","0"
"3197","73","13","General Inquiry","2024-06-07 15:21:17.967908","3197","3197","22","2024-06-07 15:31:31.967908","13","Company_13","9","00:10:14","0"
"3198","100","41","General Inquiry","2024-03-31 15:48:41.967908","3198","3198","9","2024-03-31 16:05:58.967908","41","Company_41","15","00:17:17","0"
"3199","3","4","Technical","2024-07-05 13:21:05.967908","3199","3199","49","2024-07-05 13:58:37.967908","4","Company_4","33","00:37:32","1"
"3200","73","13","Account","2024-02-26 10:42:56.967908","3200","3200","40","2024-02-26 10:53:59.967908","13","Company_13","9","00:11:03","0"
"3201","34","4","Technical","2024-06-08 18:47:56.967908","3201","3201","26","2024-06-08 18:47:59.967908","4","Company_4","33","00:00:03","0"
"3202","94","33","Technical","2024-05-19 18:26:13.967908","3202","3202","45","2024-05-19 18:28:09.967908","33","Company_33","7","00:01:56","0"
"3203","44","4","Billing","2024-03-20 14:01:37.967908","3203","3203","5","2024-03-20 14:03:02.967908","4","Company_4","33","00:01:25","0"
"3204","67","4","Account","2024-05-28 06:28:59.967908","3204","3204","29","2024-05-28 06:34:48.967908","4","Company_4","33","00:05:49","0"
"3205","43","7","Billing","2024-06-17 14:51:12.967908","3205","3205","22","2024-06-17 14:57:57.967908","7","Company_7","35","00:06:45","0"
"3206","70","10","Billing","2024-07-05 12:20:20.967908","3206","3206","49","2024-07-05 12:22:19.967908","10","Company_10","12","00:01:59","0"
"3207","77","22","Technical","2024-06-15 19:33:41.967908","3207","3207","3","2024-06-15 19:35:10.967908","22","Company_22","5","00:01:29","0"
"3208","11","35","Technical","2024-07-15 21:18:34.967908","3208","3208","28","2024-07-15 21:21:52.967908","35","Company_35","16","00:03:18","0"
"3209","27","35","Billing","2024-07-28 19:30:22.967908","3209","3209","38","2024-07-28 19:33:11.967908","35","Company_35","16","00:02:49","0"
"3210","101","10","Account","2024-04-30 07:11:55.967908","3210","3210","14","2024-04-30 07:17:41.967908","10","Company_10","12","00:05:46","0"
"3211","94","33","Technical","2024-03-16 04:04:04.967908","3211","3211","47","2024-03-16 04:06:56.967908","33","Company_33","7","00:02:52","0"
"3212","49","32","Technical","2024-07-25 00:36:08.967908","3212","3212","14","2024-07-25 00:52:29.967908","32","Company_32","47","00:16:21","0"
"3213","23","43","Technical","2024-06-27 15:48:02.967908","3213","3213","43","2024-06-27 16:04:13.967908","43","Company_43","6","00:16:11","0"
"3214","71","23","General Inquiry","2024-04-03 12:06:04.967908","3214","3214","11","2024-04-03 12:06:22.967908","23","Company_23","7","00:00:18","0"
"3215","20","11","Technical","2024-02-22 14:30:45.967908","3215","3215","9","2024-02-22 14:41:46.967908","11","Company_11","4","00:11:01","0"
"3216","93","7","Technical","2024-06-06 15:45:15.967908","3216","3216","38","2024-06-06 15:47:34.967908","7","Company_7","35","00:02:19","0"
"3217","99","4","Account","2024-07-01 12:02:50.967908","3217","3217","47","2024-07-01 12:06:56.967908","4","Company_4","33","00:04:06","0"
"3218","694","37","Technical","2024-03-08 19:32:00.967908","3218","3218","44","2024-03-08 19:34:39.967908","37","Company_37","9","00:02:39","0"
"3219","79","8","Technical","2024-03-24 12:30:09.967908","3219","3219","6","2024-03-24 12:35:30.967908","8","Company_8","15","00:05:21","0"
"3220","76","8","Technical","2024-02-20 03:38:16.967908","3220","3220","1","2024-02-20 03:53:59.967908","8","Company_8","15","00:15:43","0"
"3221","23","43","Billing","2024-05-12 02:46:19.967908","3221","3221","25","2024-05-12 02:53:55.967908","43","Company_43","6","00:07:36","0"
"3222","63","1","Account","2024-04-17 09:17:46.967908","3222","3222","16","2024-04-17 10:31:04.967908","1","Company_1","12","01:13:18","1"
"3223","88","21","Billing","2024-05-07 19:02:27.967908","3223","3223","15","2024-05-07 19:08:10.967908","21","Company_21","31","00:05:43","0"
"3224","14","4","Account","2024-03-16 21:06:14.967908","3224","3224","34","2024-03-16 21:14:07.967908","4","Company_4","33","00:07:53","0"
"3225","60","21","Account","2024-05-06 15:55:00.967908","3225","3225","17","2024-05-06 16:08:22.967908","21","Company_21","31","00:13:22","0"
"3226","549","42","Technical","2024-06-29 13:20:52.967908","3226","3226","3","2024-06-29 13:34:59.967908","42","Company_42","8","00:14:07","0"
"3227","98","26","Technical","2024-03-27 01:35:14.967908","3227","3227","3","2024-03-27 01:36:11.967908","26","Company_26","8","00:00:57","0"
"3228","44","4","Billing","2024-05-06 03:52:50.967908","3228","3228","37","2024-05-06 04:07:05.967908","4","Company_4","33","00:14:15","0"
"3229","18","3","Account","2024-05-23 22:01:54.967908","3229","3229","17","2024-05-23 22:10:47.967908","3","Company_3","14","00:08:53","0"
"3230","1","4","Technical","2024-07-15 23:00:57.967908","3230","3230","49","2024-07-15 23:03:30.967908","4","Company_4","33","00:02:33","0"
"3231","70","10","Account","2024-06-14 05:04:39.967908","3231","3231","38","2024-06-14 05:07:20.967908","10","Company_10","12","00:02:41","0"
"3232","531","32","Account","2024-08-13 05:19:18.967908","3232","3232","1","2024-08-13 05:28:46.967908","32","Company_32","47","00:09:28","0"
"3233","80","2","Technical","2024-05-18 01:13:26.967908","3233","3233","7","2024-05-18 01:14:42.967908","2","Company_2","6","00:01:16","0"
"3234","1","4","Technical","2024-08-03 23:00:31.967908","3234","3234","26","2024-08-03 23:01:24.967908","4","Company_4","33","00:00:53","0"
"3235","64","23","Billing","2024-07-30 05:06:24.967908","3235","3235","47","2024-07-30 05:08:51.967908","23","Company_23","7","00:02:27","0"
"3236","50","42","Account","2024-07-08 08:38:00.967908","3236","3236","39","2024-07-08 08:40:55.967908","42","Company_42","8","00:02:55","0"
"3237","63","1","Technical","2024-07-06 17:19:22.967908","3237","3237","19","2024-07-06 17:30:41.967908","1","Company_1","12","00:11:19","0"
"3238","23","43","Account","2024-02-28 13:38:06.967908","3238","3238","30","2024-02-28 13:50:10.967908","43","Company_43","6","00:12:04","0"
"3239","87","4","Account","2024-07-02 12:32:03.967908","3239","3239","43","2024-07-02 12:32:36.967908","4","Company_4","33","00:00:33","0"
"3240","14","4","General Inquiry","2024-03-14 06:53:39.967908","3240","3240","14","2024-03-14 07:14:02.967908","4","Company_4","33","00:20:23","0"
"3241","25","4","Technical","2024-05-27 04:37:20.967908","3241","3241","13","2024-05-27 04:39:43.967908","4","Company_4","33","00:02:23","0"
"3242","986","25","Technical","2024-03-27 17:39:56.967908","3242","3242","20","2024-03-27 18:08:37.967908","25","Company_25","4","00:28:41","0"
"3243","80","2","Technical","2024-06-04 09:18:18.967908","3243","3243","26","2024-06-04 09:19:21.967908","2","Company_2","6","00:01:03","0"
"3244","70","10","General Inquiry","2024-04-19 14:13:26.967908","3244","3244","27","2024-04-19 14:16:19.967908","10","Company_10","12","00:02:53","0"
"3245","39","45","Billing","2024-06-24 01:35:02.967908","3245","3245","25","2024-06-24 01:38:14.967908","45","Company_45","1","00:03:12","0"
"3246","23","43","Billing","2024-05-19 08:45:13.967908","3246","3246","9","2024-05-19 08:49:46.967908","43","Company_43","6","00:04:33","0"
"3247","41","19","Technical","2024-05-28 12:17:03.967908","3247","3247","41","2024-05-28 12:20:38.967908","19","Company_19","2","00:03:35","0"
"3248","38","23","Technical","2024-04-29 15:30:50.967908","3248","3248","48","2024-04-29 15:32:14.967908","23","Company_23","7","00:01:24","0"
"3249","448","42","Technical","2024-04-17 09:34:35.967908","3249","3249","12","2024-04-17 09:37:01.967908","42","Company_42","8","00:02:26","0"
"3250","30","22","Technical","2024-03-21 02:28:18.967908","3250","3250","10","2024-03-21 02:33:28.967908","22","Company_22","5","00:05:10","0"
"3251","39","45","Account","2024-05-15 17:34:14.967908","3251","3251","6","2024-05-15 18:00:49.967908","45","Company_45","1","00:26:35","0"
"3252","838","29","Technical","2024-08-11 14:11:24.967908","3252","3252","50","2024-08-11 14:14:35.967908","29","Company_29","4","00:03:11","0"
"3253","217","16","Billing","2024-05-29 23:56:07.967908","3253","3253","34","2024-05-30 00:01:11.967908","16","Company_16","4","00:05:04","0"
"3254","19","10","Billing","2024-04-22 22:44:34.967908","3254","3254","41","2024-04-22 22:45:33.967908","10","Company_10","12","00:00:59","0"
"3255","62","42","Billing","2024-06-01 13:12:03.967908","3255","3255","19","2024-06-01 13:18:43.967908","42","Company_42","8","00:06:40","0"
"3256","379","40","Technical","2024-04-25 06:28:49.967908","3256","3256","6","2024-04-25 07:20:07.967908","40","Company_40","8","00:51:18","1"
"3257","443","48","Account","2024-06-26 17:09:33.967908","3257","3257","2","2024-06-26 17:12:10.967908","48","Company_48","21","00:02:37","0"
"3258","59","7","Billing","2024-07-15 09:06:59.967908","3258","3258","15","2024-07-15 09:12:21.967908","7","Company_7","35","00:05:22","0"
"3259","39","45","General Inquiry","2024-08-02 22:56:45.967908","3259","3259","17","2024-08-02 23:08:51.967908","45","Company_45","1","00:12:06","0"
"3260","80","2","Technical","2024-07-05 11:08:07.967908","3260","3260","16","2024-07-05 11:09:11.967908","2","Company_2","6","00:01:04","0"
"3261","39","45","Billing","2024-06-27 15:53:20.967908","3261","3261","28","2024-06-27 15:55:39.967908","45","Company_45","1","00:02:19","0"
"3262","7","1","Technical","2024-06-20 09:25:15.967908","3262","3262","21","2024-06-20 09:28:46.967908","1","Company_1","12","00:03:31","0"
"3263","54","26","Technical","2024-07-21 12:40:32.967908","3263","3263","8","2024-07-21 12:42:00.967908","26","Company_26","8","00:01:28","0"
"3264","53","43","Technical","2024-06-30 02:27:27.967908","3264","3264","10","2024-06-30 02:44:24.967908","43","Company_43","6","00:16:57","0"
"3265","20","11","Billing","2024-04-07 19:24:01.967908","3265","3265","10","2024-04-07 19:31:30.967908","11","Company_11","4","00:07:29","0"
"3266","62","42","Technical","2024-06-13 22:32:46.967908","3266","3266","50","2024-06-13 22:34:47.967908","42","Company_42","8","00:02:01","0"
"3267","39","45","Billing","2024-05-20 11:49:34.967908","3267","3267","10","2024-05-20 11:55:54.967908","45","Company_45","1","00:06:20","0"
"3268","9","32","Technical","2024-03-24 19:23:57.967908","3268","3268","9","2024-03-24 19:25:52.967908","32","Company_32","47","00:01:55","0"
